h3_cell,hex_emb,cluster
8911810d0d7ffff,"[ 9.27948143e-02  7.88564780e-01  2.62228871e-01 -1.65951965e-01
  3.60450428e-01  5.52713372e-01  5.59910247e-01  1.71644644e-01
  2.92695089e-02  3.30075625e-01  1.77046456e-01  8.17452007e-01
  8.19961772e-01  5.26668329e-01  6.29119920e-01  0.00000000e+00
  7.70364830e-01  6.49813014e-01  6.28222388e-01  6.87875010e-01
  6.46239508e-01  5.53660766e-01  8.17452007e-01  9.16130641e-01
  8.44643896e-01  8.09307737e-01  4.00099726e-01 -8.39607745e-02
  4.44278235e-02  3.17310729e-01  7.77445359e-01  2.24150253e-01
  4.77653121e-01  2.53918391e-01  6.89936009e-02  1.55580487e-01
  4.27075542e-01  6.98794980e-01  7.33300091e-01  1.00000000e+00
  3.22396742e-01  6.69043464e-01  2.26502119e-01  9.65927034e-01
  2.41386188e-01  5.93484584e-01  7.85722596e-01  6.02592870e-01
 -3.36574420e-03  1.22878750e-01  1.35028671e-01  3.04828389e-02
  2.65935344e-04  6.94091249e-02 -8.51624699e-01  2.57608244e-01
  1.70447935e-01 -1.56968337e-01  2.99177263e-04  1.34712873e-01
  3.07770298e-01  2.32061830e-01  2.86861132e-01  5.72093410e-01
  5.30391424e-01  2.31779274e-01  4.05617884e-01  7.35095155e-01
  7.53760492e-01  3.10346547e-01  2.83354110e-01  3.11992022e-01
  7.28895537e-01  6.36582731e-01  4.70173689e-01 -2.34230865e-01
  3.69085016e-01  1.78841519e-01 -2.32984293e-01 -2.15764980e-01
  2.05983545e-01]",2
8911810d0dbffff,"[ 9.27948143e-02  5.38564780e-01  2.62228871e-01  8.40480346e-02
  6.10450428e-01  5.52713372e-01  3.09910247e-01 -7.83553561e-02
  2.92695089e-02  8.00756254e-02 -7.29535444e-02  3.17452007e-01
  8.19961772e-01  5.26668329e-01 -1.20880080e-01  0.00000000e+00
  7.70364830e-01  6.49813014e-01  6.28222388e-01  6.87875010e-01
  6.46239508e-01  5.36607662e-02  5.67452007e-01  1.66130641e-01
  3.44643896e-01  3.09307737e-01  1.50099726e-01  1.66039225e-01
  4.44278235e-02  3.17310729e-01  2.74453586e-02  2.24150253e-01
 -2.23468794e-02  3.91839109e-03  6.89936009e-02  1.55580487e-01
  4.27075542e-01  1.98794980e-01  7.33300091e-01  0.00000000e+00
  7.23967423e-02  6.69043464e-01  4.76502119e-01  4.65927034e-01
 -8.61381202e-03  5.93484584e-01  2.85722596e-01 -1.47407130e-01
  2.46634256e-01  1.22878750e-01 -1.14971329e-01  3.04828389e-02
  2.65935344e-04  6.94091249e-02  1.48375301e-01  7.60824400e-03
  1.70447935e-01  8.43031663e-01  2.99177263e-04  1.34712873e-01
  5.77702983e-02 -1.79381700e-02  2.86861132e-01  5.72093410e-01
  2.80391424e-01  2.31779274e-01  1.55617884e-01  7.35095155e-01
  7.53760492e-01  3.10346547e-01  3.33541095e-02 -1.88007978e-01
  4.78895537e-01  6.36582731e-01  2.20173689e-01 -2.34230865e-01
 -1.30914984e-01 -3.21158481e-01 -4.82984293e-01 -4.65764980e-01
  2.05983545e-01]",1
8911810d203ffff,"[-9.76928830e-03  4.55231447e-01  1.76758785e-01 -1.61678461e-01
  3.98911966e-01  4.75790295e-01  4.14611102e-01 -1.63895441e-02
 -8.18416023e-02  3.94773348e-02 -1.05004826e-01  5.01212691e-01
  4.52440404e-01  5.09574312e-01  5.64703476e-02  0.00000000e+00
  3.85749445e-01  5.47248912e-01  4.65829226e-01  5.25481848e-01
  3.12906175e-01  2.28874441e-01  3.47366537e-01 -8.38693593e-02
  2.89088340e-01  4.16145344e-01  6.67663924e-02 -2.24986416e-01
 -6.85422780e-03  1.20729532e-01  2.30436812e-01  5.32100825e-02
  1.01584745e-01  4.87901860e-02 -2.50234931e-02  1.34212966e-01
  3.41605457e-01  5.79136861e-01  4.76889835e-01  2.22222222e-01
  1.68550588e-01  5.49385344e-01  4.87185880e-01  7.70381451e-02
 -4.06650941e-02  5.42202533e-01  1.27602938e-01  8.97723568e-02
  2.31676991e-01  2.03146475e-02 -7.86465425e-02 -8.06282723e-02
 -5.10161159e-02 -5.87960033e-02 -3.96588868e-02 -2.03930218e-01
 -5.17742874e-02  3.72946193e-01  2.99177263e-04  3.21487704e-02
 -5.12040606e-02 -2.03835606e-01 -2.43053398e-01  4.43888282e-01
  1.79964073e-01 -5.88190169e-02  8.08315594e-02  2.90650711e-01
  5.57179295e-01  2.24876462e-01  9.53199215e-02 -5.55293456e-02
  5.92143401e-01  3.45984440e-01 -5.97408409e-02 -1.35940267e-01
 -3.26243855e-02 -3.48336945e-02 -2.62898823e-01 -3.48243612e-01
  9.48724341e-02]",0
8911810d207ffff,"[ 0.01684545  0.38350149  0.17362128 -0.26088867  0.36677954  0.43878932
  0.42066974 -0.030887   -0.04667986  0.0009617  -0.15206747  0.3617558
  0.45287316  0.50135187  0.2113984   0.          0.39061799  0.57386365
  0.52695657  0.48534336  0.34244204  0.31315444  0.37441403 -0.08386936
  0.33831478  0.44221913  0.19756808 -0.20421394 -0.03152154  0.11477908
  0.11921751  0.09756797  0.11056451  0.03872852 -0.04493045  0.18722606
  0.35112618  0.52157979  0.39152794  0.08860759  0.23378915  0.55511941
  0.42270465  0.11782577 -0.17633533  0.50487699  0.16546943  0.04563084
  0.21815324  0.04692938 -0.0801612  -0.04546653 -0.05036698 -0.09514784
 -0.10478926 -0.16011327 -0.01942548  0.41265192 -0.03767551 -0.04250232
  0.00397283 -0.13502678 -0.08022748  0.42019468  0.23925218 -0.08467642
  0.20308624  0.26674072  0.53857062  0.1964225   0.08082246 -0.1057295
  0.51370566  0.40873463 -0.01083897 -0.16461061 -0.14990233 -0.12495595
 -0.28994632 -0.24741055  0.07940127]",0
8911810d20bffff,"[ 9.27948143e-02  7.88564780e-01  2.62228871e-01  3.34048035e-01
  8.60450428e-01  5.52713372e-01  5.59910247e-01  1.71644644e-01
  2.92695089e-02  3.30075625e-01  1.77046456e-01  8.17452007e-01
  8.19961772e-01  5.26668329e-01  6.29119920e-01  0.00000000e+00
  7.70364830e-01  6.49813014e-01  6.28222388e-01  6.87875010e-01
  6.46239508e-01  5.53660766e-01  8.17452007e-01  9.16130641e-01
  8.44643896e-01  8.09307737e-01  4.00099726e-01  4.16039225e-01
  4.44278235e-02  3.17310729e-01  7.77445359e-01  2.24150253e-01
  4.77653121e-01  2.53918391e-01  6.89936009e-02  6.55580487e-01
  4.27075542e-01  6.98794980e-01  7.33300091e-01  1.00000000e+00
  3.22396742e-01  6.69043464e-01 -2.73497881e-01  9.65927034e-01
  2.41386188e-01  5.93484584e-01  7.85722596e-01  6.02592870e-01
  4.96634256e-01  1.22878750e-01  1.35028671e-01  3.04828389e-02
  2.65935344e-04  6.94091249e-02  1.48375301e-01  2.57608244e-01
  1.70447935e-01  8.43031663e-01  2.99177263e-04  1.34712873e-01
  3.07770298e-01  2.32061830e-01  2.86861132e-01  5.72093410e-01
  5.30391424e-01  2.31779274e-01  4.05617884e-01  7.35095155e-01
  7.53760492e-01  3.10346547e-01  2.83354110e-01  3.11992022e-01
  7.28895537e-01  6.36582731e-01  4.70173689e-01  2.65769135e-01
  3.69085016e-01  1.78841519e-01  2.67015707e-01  2.84235020e-01
  2.05983545e-01]",2
8911810d20fffff,"[ 9.27948143e-02  7.88564780e-01  2.62228871e-01  7.14701238e-04
  8.60450428e-01  5.52713372e-01  5.59910247e-01 -1.61688689e-01
  2.92695089e-02 -3.25770797e-03  1.77046456e-01  4.84118674e-01
  4.86628438e-01  5.26668329e-01  6.29119920e-01  0.00000000e+00
  7.70364830e-01  6.49813014e-01  6.28222388e-01  6.87875010e-01
  6.46239508e-01  5.53660766e-01  4.84118674e-01  5.82797307e-01
  5.11310563e-01  4.75974404e-01  4.00099726e-01  4.16039225e-01
  4.44278235e-02  3.17310729e-01  7.77445359e-01  2.24150253e-01
  4.77653121e-01  2.53918391e-01  6.89936009e-02  6.55580487e-01
  9.37422089e-02  6.98794980e-01  3.99966758e-01  1.00000000e+00
  3.22396742e-01  6.69043464e-01  7.26502119e-01 -3.40729660e-02
 -9.19471454e-02  5.93484584e-01  1.19055930e-01  2.69259536e-01
  4.96634256e-01  1.22878750e-01  1.35028671e-01  3.04828389e-02
  2.65935344e-04  6.94091249e-02  1.48375301e-01 -7.57250893e-02
  1.70447935e-01  8.43031663e-01  2.99177263e-04  1.34712873e-01
  3.07770298e-01  2.32061830e-01  2.86861132e-01  5.72093410e-01
  1.97058090e-01 -1.01554060e-01  4.05617884e-01  4.01761822e-01
  7.53760492e-01  3.10346547e-01  2.83354110e-01  3.11992022e-01
  7.28895537e-01  6.36582731e-01  4.70173689e-01  2.65769135e-01
  3.69085016e-01  1.78841519e-01  2.67015707e-01  2.84235020e-01
  2.05983545e-01]",2
8911810d213ffff,"[ 0.09279481  0.70523145  0.0955622   0.16738137  0.52711709  0.30271337
  0.39324358  0.08831131 -0.05406382  0.08007563 -0.15628688  0.56745201
  0.48662844  0.52666833  0.12911992  0.          0.52036483  0.64981301
  0.37822239  0.68787501  0.31290617  0.3869941   0.31745201 -0.08386936
  0.51131056  0.4759744  -0.09990027 -0.08396077  0.04442782  0.31731073
  0.61077869  0.14081692  0.39431979  0.17058506 -0.01433973  0.15558049
  0.17707554  0.69879498  0.73330009  0.5         0.23906341  0.41904346
  0.47650212  0.6325937  -0.17528048  0.51015125  0.45238926  0.35259287
  0.32996759  0.12287875 -0.11497133  0.03048284 -0.0830674  -0.01392421
 -0.01829137 -0.07572509  0.00378127  0.426365   -0.08303416  0.05137954
  0.14110363 -0.01793817  0.28686113  0.48876008  0.44705809  0.14844594
  0.07228455  0.23509515  0.58709383  0.31034655  0.20002078 -0.10467464
  0.6455622  -0.03008394 -0.02982631  0.1824358   0.28575168  0.09550819
 -0.06631763  0.11756835  0.20598355]",1
8911810d217ffff,"[ 9.27948143e-02  7.88564780e-01  2.62228871e-01  3.34048035e-01
  3.60450428e-01  5.52713372e-01  5.59910247e-01 -3.28355356e-01
  2.92695089e-02  3.30075625e-01 -8.22953544e-01  8.17452007e-01
  8.19961772e-01  5.26668329e-01  1.29119920e-01  0.00000000e+00
  2.70364830e-01  6.49813014e-01  6.28222388e-01  6.87875010e-01
  1.46239508e-01  5.36607662e-02  3.17452007e-01  4.16130641e-01
  3.44643896e-01  3.09307737e-01 -9.99002742e-02 -8.39607745e-02
  4.44278235e-02 -1.82689271e-01  2.77445359e-01  2.24150253e-01
  4.77653121e-01  2.53918391e-01 -4.31006399e-01  1.55580487e-01
  4.27075542e-01  6.98794980e-01  7.33300091e-01  5.00000000e-01
  3.22396742e-01  6.69043464e-01  7.26502119e-01  9.65927034e-01
 -2.58613812e-01  5.93484584e-01  2.85722596e-01  1.02592870e-01
  4.96634256e-01  1.22878750e-01  1.35028671e-01 -4.69517161e-01
 -4.99734065e-01  6.94091249e-02  1.48375301e-01 -7.42391756e-01
 -3.29552065e-01  3.43031663e-01  2.99177263e-04 -8.65287127e-01
  3.07770298e-01  2.32061830e-01  2.86861132e-01  5.72093410e-01
  5.30391424e-01  2.31779274e-01 -9.43821158e-02  7.35095155e-01
  2.53760492e-01 -1.89653453e-01 -2.16645890e-01  3.11992022e-01
  7.28895537e-01  1.36582731e-01 -2.98263110e-02  2.65769135e-01
  3.69085016e-01  1.78841519e-01  2.67015707e-01  2.84235020e-01
  2.05983545e-01]",1
8911810d21bffff,"[ 5.65788480e-03  4.69062705e-01  1.83390696e-01 -1.34831633e-01
  3.70823872e-01  4.73875197e-01  4.27130164e-01  1.39682953e-02
 -5.37180430e-02  7.69635922e-02 -1.00961843e-01  4.85501800e-01
  4.50667166e-01  5.05921441e-01  9.38502107e-02  0.00000000e+00
  3.92771469e-01  5.33630442e-01  4.87143550e-01  5.63393683e-01
  3.80679342e-01  2.38308069e-01  2.94630430e-01 -8.38693593e-02
  2.51282900e-01  3.36278691e-01  1.30390182e-01 -1.60724260e-01
 -1.36634628e-02  1.22289982e-01  2.21428761e-01  2.49801290e-02
  1.62300423e-01  8.79432874e-02 -7.20852372e-02  1.53505798e-01
  3.02594214e-01  5.74313653e-01  5.13383079e-01  2.15767635e-01
  2.39409190e-01  5.03068360e-01  4.15298800e-01  2.19039067e-01
 -9.05640195e-02  5.35393298e-01  1.25971559e-01  2.16800065e-02
  2.31074090e-01  4.81899534e-02 -8.90377189e-02 -4.42059578e-02
 -3.70784630e-02 -7.16697133e-02 -3.00479353e-02 -1.32433250e-01
 -1.11709742e-01  4.07347016e-01 -1.62983331e-02 -2.29634756e-02
 -2.00305315e-02 -9.57389999e-02 -1.28076627e-01  4.43462704e-01
  2.02590594e-01 -5.03784027e-02  9.02651871e-02  2.66215487e-01
  5.33843480e-01  2.27358995e-01  1.58872782e-01  7.88702438e-04
  5.96115454e-01  3.41976922e-01 -1.11541118e-02 -1.11824226e-01
 -1.03944029e-01  4.18282641e-04 -1.81117073e-01 -1.72196515e-01
  1.10547861e-01]",0
8911810d223ffff,"[-0.00244328  0.52666002  0.16699078 -0.20166625  0.32473614  0.49318956
  0.42895787  0.01688274 -0.04215906  0.09198039 -0.0253345   0.55554725
  0.47472368  0.49095404  0.1053104   0.          0.36560293  0.45933682
  0.41393667  0.55692263  0.28909665  0.22032743  0.30554725 -0.08386936
  0.3446439   0.24978393  0.10248068 -0.08396077 -0.03890551  0.1387393
  0.19411203  0.08129311  0.16812931  0.13487077 -0.02624449  0.10796144
  0.20088507  0.5678426   0.5428239   0.17857143  0.25096817  0.46666251
  0.47650212  0.26354608  0.00329095  0.54586554  0.21429402  0.0311643
  0.17520568 -0.03188315 -0.00782847 -0.06475526 -0.02354359 -0.07344802
 -0.03019613 -0.02810604 -0.15098064  0.40255547 -0.02351035  0.02757002
 -0.12080113 -0.05365246 -0.01075792  0.40542674  0.17324857 -0.03012549
  0.07228455  0.29461896  0.58709383  0.21510845  0.1285922  -0.10467464
  0.59794316  0.3032494   0.0296975  -0.18661182 -0.11901022 -0.02353943
 -0.10203191 -0.12052688  0.0631264 ]",0
8911810d227ffff,"[-0.03396575  0.4364521   0.07913028 -0.35609281  0.38157719  0.46820633
  0.29230461 -0.16638353 -0.01298401  0.02021647 -0.17506622  0.45125482
  0.2847505   0.45624579  0.06573964  0.          0.36191413  0.48079893
  0.47329281  0.58928346  0.33638035  0.25788612  0.18364919  0.01472219
  0.33760164  0.24592746  0.16066311 -0.40086218  0.01625881  0.02153608
 -0.03945605  0.04105166  0.11145594  0.02856628 -0.08593598  0.13445373
  0.21580794  0.50161188  0.40935643  0.          0.22380519  0.45777586
  0.41664296 -0.01998846 -0.08255747  0.56531557 -0.01709431 -0.143886
  0.21494411  0.01020269 -0.10440795 -0.06810871 -0.01381857 -0.15594299
 -0.07697681 -0.20718049 -0.08307319  0.3219049  -0.02786984  0.00795231
 -0.25560998 -0.20455789 -0.09342056  0.43124834  0.03743368 -0.14850242
 -0.03100183  0.21396839  0.47207035  0.19767049  0.22701608 -0.16688122
  0.4612899   0.28447005 -0.16362913 -0.24127312 -0.44781639 -0.14510214
 -0.36678711 -0.39182132  0.1214765 ]",0
8911810d22bffff,"[ 9.27948143e-02  7.88564780e-01  2.62228871e-01  3.34048035e-01
  8.60450428e-01  5.52713372e-01  5.59910247e-01  1.71644644e-01
  2.92695089e-02  3.30075625e-01  1.77046456e-01  8.17452007e-01
  8.19961772e-01  5.26668329e-01  6.29119920e-01  0.00000000e+00
  7.70364830e-01  6.49813014e-01  6.28222388e-01  6.87875010e-01
  6.46239508e-01  5.53660766e-01 -1.82547993e-01  9.16130641e-01
 -1.55356104e-01  8.09307737e-01  4.00099726e-01  4.16039225e-01
  4.44278235e-02  3.17310729e-01  7.77445359e-01  2.24150253e-01
  4.77653121e-01 -7.46081609e-01  6.89936009e-02  6.55580487e-01
  4.27075542e-01  6.98794980e-01  7.33300091e-01  1.00000000e+00
  3.22396742e-01  6.69043464e-01  7.26502119e-01  9.65927034e-01
  2.41386188e-01  5.93484584e-01  7.85722596e-01  6.02592870e-01
  4.96634256e-01  1.22878750e-01  1.35028671e-01  3.04828389e-02
  2.65935344e-04  6.94091249e-02  1.48375301e-01  2.57608244e-01
  1.70447935e-01  8.43031663e-01  2.99177263e-04  1.34712873e-01
  3.07770298e-01  2.32061830e-01  2.86861132e-01  5.72093410e-01
  5.30391424e-01  2.31779274e-01  4.05617884e-01  7.35095155e-01
  7.53760492e-01  3.10346547e-01  2.83354110e-01  3.11992022e-01
  7.28895537e-01  6.36582731e-01  4.70173689e-01  2.65769135e-01
  3.69085016e-01  1.78841519e-01  2.67015707e-01  2.84235020e-01
  2.05983545e-01]",2
8911810d22fffff,"[ 7.27948143e-02  5.08564780e-01  1.42228871e-01 -1.05951965e-01
  5.40450428e-01  4.52713372e-01  4.59910247e-01  7.16446439e-02
 -1.07304911e-02  1.10075625e-01 -1.02953544e-01  4.77452007e-01
  5.39961772e-01  4.86668329e-01 -5.08800798e-02  0.00000000e+00
  4.10364830e-01  4.89813014e-01  4.88222388e-01  5.87875010e-01
  4.66239508e-01  2.13660766e-01  2.17452007e-01 -8.38693593e-02
  2.64643896e-01  3.29307737e-01  1.60099726e-01  5.60392255e-02
 -3.55721765e-02  1.57310729e-01  4.17445359e-01  1.64150253e-01
  2.57653121e-01  1.53918391e-01 -3.10063991e-02  2.15580487e-01
  2.07075542e-01  5.58794980e-01  4.73300091e-01  2.80000000e-01
  2.62396742e-01  5.09043464e-01  6.06502119e-01  3.85927034e-01
  1.38618798e-03  5.73484584e-01  2.45722596e-01  2.62592870e-01
  3.16634256e-01  6.28787501e-02 -2.49713288e-02 -9.51716114e-03
 -3.97340647e-02 -3.05908751e-02 -1.16246987e-02 -6.23917560e-02
 -6.95520652e-02  4.83031663e-01  2.99177263e-04 -5.28712707e-03
  8.77702983e-02 -4.79381700e-02  8.68611319e-02  4.52093410e-01
  2.90391424e-01 -4.82207263e-02  4.56178842e-02  3.75095155e-01
  6.13760492e-01  2.30346547e-01  1.63354110e-01 -1.08007978e-01
  5.88895537e-01  2.16582731e-01 -2.98263110e-02 -5.42308651e-02
 -1.09149838e-02  7.88415192e-02 -7.29842932e-02 -3.57649796e-02
  1.65983545e-01]",1
8911810d233ffff,"[ 5.57577772e-02  3.62638854e-01  1.78895537e-01 -2.21507521e-01
  3.32672650e-01  4.87898557e-01  4.21021358e-01  2.34964957e-02
 -3.55453060e-02  1.17112662e-01 -7.29535444e-02  4.37822377e-01
  4.86628438e-01  4.98890551e-01  9.20828832e-02  0.00000000e+00
  4.27772237e-01  5.75738940e-01  4.89333500e-01  5.39726862e-01
  3.77720990e-01  2.11068174e-01  3.91526081e-01 -8.38693593e-02
  2.98347600e-01  3.55604033e-01  1.22321948e-01 -1.30257071e-01
  7.39078645e-03  1.50644062e-01  2.12630544e-01  7.60021053e-02
  1.81356824e-01  1.33548021e-01  4.17878612e-03  1.37061968e-01
  2.97445913e-01  6.15461647e-01  4.83300091e-01  1.85185185e-01
  2.48322668e-01  4.93117538e-01  4.48724341e-01  9.55566636e-02
 -9.19471454e-02  4.82373473e-01  1.37574448e-01  1.11852129e-01
  2.18856478e-01  6.73231945e-02 -8.71935511e-02 -5.28504945e-02
 -2.75118424e-02 -8.79982825e-02 -9.23654395e-02 -7.57250893e-02
 -6.10335466e-02  3.80068700e-01  2.99177263e-04 -1.34352752e-02
 -7.18593313e-02 -1.29049281e-01 -9.27684977e-02  4.60982299e-01
  2.80391424e-01 -5.52577634e-02  1.46358625e-01  2.99909970e-01
  5.40797529e-01  2.17753954e-01  1.35205961e-01 -3.06005707e-02
  5.62228871e-01  3.12508657e-01 -2.04853320e-03 -1.50897532e-01
 -1.12396465e-01  3.99526303e-02 -1.58910219e-01 -1.78727943e-01
  1.41168730e-01]",0
8911810d237ffff,"[ 0.01409111  0.43671293  0.19741406 -0.24002604  0.38359858  0.48326893
  0.38861395 -0.00891091 -0.04480457  0.06618674 -0.09147206  0.37763719
  0.43107288  0.49889055  0.09671251  0.          0.4370315   0.51092413
  0.49396313  0.58602316  0.45642469  0.20180891  0.4100446  -0.08386936
  0.33075501  0.36023366  0.07139602 -0.10710892 -0.01112773  0.13212554
  0.23577869  0.08989099  0.18598645  0.11965913 -0.0097101   0.16946938
  0.29281628  0.56453572  0.4694112   0.27314815  0.21591526  0.47459902
  0.43020582  0.09555666 -0.04565085  0.49163273  0.17924111  0.04703731
  0.26515277  0.03028616 -0.05941577 -0.05748012 -0.01362295 -0.06485013
 -0.03218025 -0.12202139 -0.10270021  0.41710574 -0.01358971 -0.01343528
 -0.10889637 -0.08275298 -0.12517591  0.4609823   0.20168772 -0.0135911
  0.1741364   0.19342849  0.47135308  0.22238358  0.16298374 -0.0352302
  0.57611776  0.34491606 -0.02982631 -0.19719383 -0.18647054 -0.01560293
 -0.13576207 -0.17872794  0.13190947]",0
8911810d23bffff,"[ 9.27948143e-02  3.88564780e-01  1.28895537e-01 -6.59519654e-02
  5.93783761e-01  4.19380038e-01  4.26576913e-01 -2.83553561e-02
 -3.73971578e-02  6.34089587e-02 -2.22953544e-01  5.50785340e-01
  4.19961772e-01  4.60001662e-01  1.62453254e-01  0.00000000e+00
  5.03698163e-01  5.16479681e-01  4.94889055e-01  5.54541677e-01
  5.79572841e-01  2.20327433e-01  2.84118674e-01 -8.38693593e-02
  3.77977229e-01  4.75974404e-01  6.67663924e-02 -4.50627441e-01
  4.44278235e-02  1.83977395e-01  4.41120253e-02  9.08169201e-02
  3.44319787e-01  2.53918391e-01  2.32693426e-03  3.22247154e-01
  2.27075542e-01  5.65461647e-01  3.99966758e-01  6.66666667e-02
  3.22396742e-01  4.69043464e-01  5.26502119e-01  2.99260367e-01
 -2.52804787e-02  5.93484584e-01  1.19055930e-01  2.59286961e-03
  2.96634256e-01  5.62120834e-02  6.83620045e-02  3.04828389e-02
  2.65935344e-04  6.94091249e-02  8.17086346e-02 -3.42391756e-01
 -2.95520652e-02  5.76364996e-01  2.99177263e-04  1.37953960e-03
 -9.22297017e-02  9.87284966e-02 -4.64722014e-02  4.38760076e-01
  3.30391424e-01  9.84459403e-02  1.38951217e-01  1.35095155e-01
  5.53760492e-01  2.43679880e-01  2.83354110e-01  4.53253553e-02
  3.95562204e-01  3.69916064e-01  2.70173689e-01 -2.00897532e-01
 -3.09149838e-02 -8.78251475e-02 -6.63176265e-02 -1.82431646e-01
  2.05983545e-01]",0
8911810d24bffff,"[ 9.27948143e-02  7.88564780e-01  2.62228871e-01 -6.65951965e-01
  8.60450428e-01  5.52713372e-01  5.59910247e-01  1.71644644e-01
  2.92695089e-02  3.30075625e-01  1.77046456e-01  8.17452007e-01
  8.19961772e-01  5.26668329e-01 -3.70880080e-01  0.00000000e+00
 -2.29635170e-01 -3.50186986e-01  6.28222388e-01  6.87875010e-01
  6.46239508e-01 -4.46339234e-01  8.17452007e-01 -8.38693593e-02
 -1.55356104e-01 -1.90692263e-01 -5.99900274e-01  4.16039225e-01
  4.44278235e-02  3.17310729e-01  7.77445359e-01  2.24150253e-01
  4.77653121e-01  2.53918391e-01  6.89936009e-02 -3.44419513e-01
 -5.72924458e-01  6.98794980e-01  7.33300091e-01  0.00000000e+00
  3.22396742e-01 -3.30956536e-01  7.26502119e-01  9.65927034e-01
  2.41386188e-01  5.93484584e-01  7.85722596e-01  6.02592870e-01
  4.96634256e-01  1.22878750e-01  1.35028671e-01  3.04828389e-02
  2.65935344e-04  6.94091249e-02  1.48375301e-01  2.57608244e-01
  1.70447935e-01  8.43031663e-01  2.99177263e-04  1.34712873e-01
  3.07770298e-01  2.32061830e-01  2.86861132e-01  5.72093410e-01
  5.30391424e-01  2.31779274e-01  4.05617884e-01  7.35095155e-01
  7.53760492e-01  3.10346547e-01  2.83354110e-01  3.11992022e-01
  7.28895537e-01 -3.63417269e-01 -5.29826311e-01  2.65769135e-01
  3.69085016e-01  1.78841519e-01  2.67015707e-01 -7.15764980e-01
  2.05983545e-01]",1
8911810d24fffff,"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan nan nan nan nan nan nan nan]",1
8911810d253ffff,"[nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
 nan nan nan nan nan nan nan nan nan]",1
